catid,codec,description
5,327,"(SS) #035 CURB CHAIN-18"""
5,329,"(SS) 1.5MM 銀珠鏈-18"""
5,03C,"金屬棒+金屬圈-20"""
5,03D,"金屬棒+金屬圈-21"""
5,03E,"金屬棒+金屬圈-22"""
5,03F,"金屬棒+金屬圈-24"""
5,03H,"金屬棒+金屬圈-30"""
5,03K,"金屬棒+金屬圈-36"""
5,03N,"金屬棒+金屬圈-17.75"""
5,03S,"金屬棒+金屬圈-26.5"""
5,03Z,金屬棒+金屬圈/尺寸見備註
5,040,"狗頭扣-14"""
5,041,"狗頭扣-14.5"""
5,042,"狗頭扣-15"""
5,043,"狗頭扣-15.5"""
5,044,"狗頭扣-16"""
5,045,"狗頭扣-16.5"""
5,046,"狗頭扣-17"""
5,047,"狗頭扣-17.5"""
5,048,"狗頭扣-18"""
5,049,"狗頭扣-18.5"""
5,04A,"狗頭扣-19"""
5,04B,"狗頭扣-19.5"""
5,04C,"狗頭扣-20"""
5,04D,"狗頭扣-21"""
5,04E,"狗頭扣-22"""
5,04F,"狗頭扣-24"""
5,04H,"狗頭扣-30"""
5,04J,"狗頭扣-32"""
5,04K,"狗頭扣-36"""
5,04L,"狗頭扣-28"""
5,04N,"狗頭扣-17.75"""
5,04P,"狗頭扣-27.5"""
5,04R,"狗頭扣-40"""
5,04S,"狗頭扣-26.5"""
5,04T,"狗頭扣-26"""
5,04V,"狗頭扣-15.75"""
5,04X,狗頭扣/見訂單備註
5,04Y,狗頭扣/見訂單備註
5,04Z,狗頭扣/見訂單備註
5,054,"“S”形扣頭-16"""
5,074,"開合扣-16"""
5,075,"開合扣-16.5"""
5,076,"開合扣-17"""
5,078,"開合扣-18"""
5,07C,"開合扣-20"""
5,07D,"開合扣-21"""
5,07H,"開合扣-30"""
5,07K,"開合扣-36"""
5,07L,"開合扣-28"""
5,07Q,"開合扣-35"""
5,07X,開合扣/見備註
5,07Z,開合扣/見備註
5,080,"金屬圈+金屬扣-14"""
5,084,"金屬圈+金屬扣-16"""
5,086,"金屬圈+金屬扣-17"""
5,088,"金屬圈+金屬扣-18"""
5,089,"金屬圈+金屬扣-18.5"""
5,08A,"金屬圈+金屬扣-19"""
5,08D,"金屬圈+金屬扣-21"""
5,0A8,"磁性扣頭-18"""
5,0AC,"磁性扣頭-20"""
5,0AG,"磁性扣頭-27"""
5,0AH,"磁性扣頭-30"""
5,0AN,"磁性扣頭-17.75"""
5,0AZ,磁性扣頭-見備註
5,0B0,"8字扣-14"""
5,0B2,"8字扣-15"""
5,0B4,"8字扣-16"""
5,0BE,"8字扣-22"""
5,0BZ,8字扣-見備註
5,0F8,"“B0L0”扣頭-18"""
5,0FC,"“B0L0”扣頭-20"""
5,0FE,"“B0L0”扣頭-22"""
5,0FF,"“B0L0”扣頭-24"""
5,0FH,"“B0L0”扣頭-30"""
5,0FK,"“B0L0”扣頭-36"""
5,0FL,"“B0L0”扣頭-28"""
5,0FT,"“B0L0”扣頭-26"""
5,0FZ,“B0L0”扣頭-尺寸見備註
5,0W2,"無扣頭-15"""
5,0W4,"無扣頭-16"""
5,0W5,"無扣頭-16.5"""
5,0W6,"無扣頭-17"""
5,0W8,"無扣頭-18"""
5,0WA,"無扣頭-19"""
5,0WC,"無扣頭-20"""
5,0WD,"無扣頭-21"""
5,0WE,"無扣頭-22"""
5,0WF,"無扣頭-24"""
5,0WG,"無扣頭-27"""
5,0WH,"無扣頭-30"""
5,0WJ,"無扣頭-32"""
5,0WK,"無扣頭-36"""
5,0WL,"無扣頭-28"""
5,0WN,"無扣頭-17.75"""
5,0WP,"無扣頭-27.5"""
5,118,"彈簧扣-9"""
5,11B,"彈簧扣-9.75"""
5,11C,"彈簧扣-10"""
5,11D,"彈簧扣-10.25"""
5,11J,"彈簧扣-5"""
5,11L,"彈簧扣-5.5"""
5,11N,"彈簧扣-6"""
5,11P,"彈簧扣-6.25"""
5,11Q,"彈簧扣-6.5"""
5,11R,"彈簧扣-6.75"""
5,11S,"彈簧扣-11"""
5,11Y,彈簧扣/尺寸見訂單備註
5,11Z,彈簧扣/尺寸見訂單備註
5,120,"龍蝦扣-7"""
5,121,"龍蝦扣-7.25"""
5,122,"龍蝦扣-7.5"""
5,123,"龍蝦扣-7.75"""
5,124,"龍蝦扣-8"""
5,125,"龍蝦扣-8.25"""
5,126,"龍蝦扣-8.5"""
5,128,"龍蝦扣-9"""
5,12C,"龍蝦扣-10"""
5,12N,"龍蝦扣-6"""
5,12P,"龍蝦扣-6.25"""
5,12Q,"龍蝦扣-6.5"""
5,12R,"龍蝦扣-6.75"""
5,12S,"龍蝦扣-11"""
5,12Y,龍蝦扣/尺寸見備註
5,12Z,龍蝦扣/尺寸見備註
5,130,"金屬棒+金屬圈-7"""
5,14P,"狗頭扣-6.25"""
5,14Q,"狗頭扣-6.5"""
5,14R,"狗頭扣-6.75"""
5,14Y,狗頭扣/尺寸見訂單備註
5,14Z,狗頭扣/尺寸見訂單備註
5,150,"(翻砂)表帶扣頭-7"""
5,154,"(翻砂)表帶扣頭-8"""
5,155,"(翻砂)表帶扣頭-8.25"""
5,156,"(翻砂)表帶扣頭-8.5"""
5,157,"(翻砂)表帶扣頭-8.75"""
5,158,"(翻砂)表帶扣頭-9"""
5,15A,"(翻砂)表帶扣頭-9.5"""
5,15Y,(翻砂)表帶扣頭/見訂單備註
5,15Z,(翻砂)表帶扣頭/見訂單備註
5,17Y,(外購)表帶扣頭/見訂單備註
5,17Z,(外購)表帶扣頭/見訂單備註
5,180,"彈性鐲身扣勾-7"""
5,181,"彈性鐲身扣勾-7.25"""
5,182,"彈性鐲身扣勾-7.5"""
5,185,"彈性鐲身扣勾-8.25"""
5,186,"彈性鐲身扣勾-8.5"""
5,18N,"彈性鐲身扣勾-6"""
5,18Q,"彈性鐲身扣勾-6.5"""
5,18R,"彈性鐲身扣勾-6.75"""
5,18Y,彈性鐲身扣勾-見備註
5,18Z,彈性鐲身扣勾-見備註
5,190,"開合扣-7"""
5,191,"開合扣-7.25"""
5,192,"開合扣-7.5"""
5,194,"開合扣-8"""
5,197,"開合扣-8.75"""
5,198,"開合扣-9"""
5,1C1,"金屬圈+金屬扣-7.25"""
5,1C2,"金屬圈+金屬扣-7.5"""
5,1CQ,"金屬圈+金屬扣-6.5"""
5,1CR,"金屬圈+金屬扣-6.75"""
5,1D0,"“S”形扣頭-7"""
5,1D1,"“S”形扣頭-7.25"""
5,20U,#4002耳鉤
5,20Y,21*11MM WIRE 耳鉤
5,214,外寄空台
5,21B,#4008銀耳勾+#4LB耳勾夾
5,21C,(GP) 0.35*9MM衝壓耳針
5,21D,(GP)#17153帶珠耳勾
5,21E,(GP)#2LB
5,21F,17MM　美線夾+　耳針
5,21G,(SS)#17153有圈小耳勾
5,21H,11MM銀美式耳夾+1.0*10MM雙凹槽耳針
5,21L,(線徑1MM)#17153有圈銀耳勾
5,21N,客供耳針
5,21P,1.0×10MM雙凹槽耳針
5,21Q,21*11MM 銀耳鉤+4LB耳勾夾
5,21R,(SS)開口09衝壓彎耳針
5,21S,(SS)09加長衝壓彎耳針
5,21T,#17153繞圈銀耳勾
5,21U,(SS)#1銀海衝壓耳針
5,21V,0.9MM雙凹銀耳針
5,21X,13MM銀美線夾+0.9MM雙凹槽耳針
5,21Z,0.9MM#17153有珠銀耳勾
5,220,版上焊耳針
5,221,11MM銀美線耳夾+耳針
5,223,小號　耳拍
5,225,A4衝壓耳針
5,226,8*16mm耳鉤
5,227,0.35*8MM衝壓彎耳針
5,228,#4LB耳鉤夾+20*13MM耳鉤
5,229,EH50銀耳鉤
5,22A,EH139銀耳鉤
5,22B,(不鏽鋼)#17153帶珠耳勾
5,25D,自製#11LB銀耳勾
5,25E,0.035*3/8 雙凹槽耳針+特殊硅膠耳束
5,25F,自製#12LB銀耳勾
5,25G,自製#13LB銀耳勾
5,25H,自製#14LB銀耳勾
5,25J,自製#15LB銀耳勾
5,25K,(GP)#17153帶珠耳勾(L01/L02/L03客戶專用)
5,25L,19*11MM銀耳勾
5,25N,0.7*12.5MM銀耳針
5,25P,EH03銀耳鉤
5,25Q,(不鏽鋼)8*22mm有圈耳勾
5,25R,"0.03 X .370""單凹槽銀耳針(P13客戶專用)"
5,25S,0.8mm#17153繞圈有珠銀耳勾
5,25T,(10K黃金)0.030X3/8雙凹槽耳針
5,25U,(10K白金)0.030X3/8雙凹槽耳針
5,25V,(10K玫瑰金)0.030X3/8雙凹槽耳針
5,25Y,17MM銀美式夾+(0.73-0.81)*9.5MM銀耳針
5,25Z,11MM長鈦耳針
5,260,11MM銀美式耳夾+0.8MM銀耳針
5,261,17MM銀美式耳夾+0.8MM銀耳針
5,262,13MM銀美式耳夾+0.8MM銀耳針
5,264,35.8×11.6MM銀耳勾
5,265,(GP)A1衝壓耳針
5,266,翻砂耳勾(LE03388)
5,267,EH135銀耳勾
5,268,EH138銀耳勾
5,269,(GP)耳針
5,26A,(GP)0.8MM耳針
5,26B,(GP)耳針+特殊硅膠耳束
5,26C,(GP)18MM耳拍
5,26D,(GP)15.5*10.5MM衝壓彎耳針
5,26E,(GP)#1LB
5,26F,(GP)35.8*11.6MM耳勾
5,26G,#4LB耳鉤夾+版上焊耳鉤
5,26H,3MM珍珠鑲台
5,26J,0.030X3/8雙凹槽耳針+特殊硅膠耳束
5,26K,0.7*12.5MM銀耳針+特殊硅膠耳束
5,26L,(不鏽鋼)09衝壓彎耳針
5,26M,(不鏽鋼)0.35*8MM衝壓彎耳針
5,26N,(不鏽鋼)0.8*10MM耳針
5,26P,"0.0295 X 0.433""雙凹槽耳針"
5,26Q,12*15.2*0.85mm有圈小耳勾
5,270,翻砂耳針
5,271,(SS)A7衝壓耳針
5,272,17MM銀美式耳夾+1.0*10MM雙凹槽耳針
5,273,(GP)A2衝壓耳針
5,274,QT-RB08銀耳勾
5,276,20*11MM銀耳勾+#4LB耳勾夾
5,277,#17153無圈銀耳勾+#4LB耳勾夾
5,279,(GP)A7衝壓耳針
5,27A,17MM銀美線夾+0.9MM雙凹槽耳針
5,4K9,#K10
5,27C,13MM銀美式夾+(0.73-0.81)*9.5MM銀耳針
5,27E,17MM　美式耳夾+11MM長鈦耳針
5,27G,0.75*9.5mm單凹槽耳針
5,280,大號　耳拍
5,285,1.0*11MM銀耳針
5,287,厚1MM 0.35*8MM衝壓耳針
5,292,厚1MM 0.35*7MM衝壓耳針
5,294,13MM銀美線夾+1.0*11MM銀耳針
5,296,17MM銀美線夾+1.0*11MM銀耳針
5,298,15MM銀美式耳夾+1.0*10MM雙凹槽耳針
5,2A0,無配件
5,2A6,(14K黃金)#17153無圈耳勾
5,2A9,(14K黃金)#4LB
5,2AB,(14K黃金)#2LB
5,2AF,(14K黃金)#4002耳勾
5,2AJ,(10黃金)#17153無圈耳鉤
5,2AP,(10K黃金)#17153帶珠耳勾
5,2AR,(18K黃金)耳針
5,2AT,(14K黃金)JCP專用耳針
5,2AW,(10K黃金)耳針
5,2C5,(14K黃金)1.0×10MM雙凹槽耳針
5,2C7,(14K黃金)#17153帶珠耳勾
5,2CH,(9K黃金)耳針
5,2CP,(9K黃金)035*8MM衝壓耳針
5,2CR,(9K白金)耳針
5,2CT,(18K黃金)#17153有圈小耳勾
5,2CZ,(18K玫瑰金)0.8MM耳針
5,2D1,(18K玫瑰金)EH50耳勾
5,2D3,(14K玫瑰金)耳針
5,2D5,(18K玫瑰金)QT-RB08耳勾
5,31T,"(SS) 2MM ROUND OMEGA CHAIN-18"""
5,321,"(SS) 1025F CABLE CHAIN-18"""
5,323,"(SS) 5MM CURB CHAIN-18"""
5,325,"(SS) #030 CURB CHAIN-18"""
5,328,"(SS) 1.5MM 銀珠鏈-16"""
5,32D,"(SS) #030 SINGAPORE CHAIN-18"""
5,32K,"(SS)#025 Forzatina Cable Chain-18""(扣、圈焊死)"
5,32M,"(SS) #024 BOX CHAIN-18"""
5,34D,"(SS)#030 ROPE CHAIN-20"""
5,34G,"(SS)(1*3)1.5mm SINGAPORE CHAIN-17"""
5,34K,"(SS)#030 SNAKE CHAIN-17.75"""
5,34R,"(SS)(1*2)#020 ROLO CHAIN-18"""
5,32F,"(SS) #060 SPIGA CHAIN-18"""
5,32L,"(SS) #024 BOX CHAIN-16"""
5,34A,"(SS)(1*2)1218F CABLE CHAIN-18"""
5,34E,"(SS) (1*2) 1025F CABLE CHAIN-17"""
5,34J,"(SS)1.2MM ROUND OMEGA CHAIN-16"""
5,34L,"(SS)#015 BOX CHAIN-20"""
5,34S,"(SS) #070 CURB CHAIN-16"""
5,355,"(14K黃金)5R ROPE鏈-16"""
5,3C1,"#9黑色絲光繩-18"""
5,3C9,"#1黑色3mm膠繩-18"""
5,3CD,"#3皮繩(#900黑色)-16"""
5,3EB,"#2棉繩(#900黑色)-18"""
5,3EG,"白色棉綸繩-18"""
5,3EP,"#25絲光繩(#900黑色、單股、3mm)-18"""
5,3F5,"(SS)#080 Forzatina chain-16"""
5,3FB,"(SS)(1*2)#025 ROLO CHAIN-16"""
5,3FD,"(SS)#015 BOX CHAIN-30"""
5,3FK,"(SS)#1723 CURB CHAIN-18"""
5,3GU,"(SS) #025 Forzatina Cable Chain -16"""
5,3GX,"(SS)(1*2)18-24 CURB CHAIN-18"""
5,3GZ,"(SS)(1*2) 2.2*3.1MM橢圓CABLE CHAIN-18"""
5,3H2,"(SS)#2207 CABLE CHAIN-30"""
5,3H6,"(SS)12R ROPE CHAIN-16"""
5,3H9,"(SS)#080 FORZATINA CHAIN-20"""
5,3HB,"(SS)12R ROPE CHAIN-20"""
5,3HE,"(SS)#2207 CABLE CHAIN-18"""
5,3HK,"(SS)M 679F CHAIN-24"""
5,3HM,"(SS)#030 CURB CHAIN-20"""
5,3HQ,"(SS) 1607F KRINKLE CABLE CHAIN-18"""
5,3HT,"(SS)2.5*0.75MM車花十字 CABLE CHAIN-30"""
5,3JY,"(10K黃金)5R ROPE鏈-18"""
5,3K2,"(SS)18-24 CURB CHAIN-22"""
5,3K4,"(14K黃金)5R ROPE鏈-18"""
5,3K7,"(10K黃金)012 BOX CHAIN-18"""
5,3KB,"(SS)2.2*3.1mm橢圓CABLE CHAIN-16"""
5,3KG,"(SS)(1×3)#2214 CABLE CHAIN-18"""
5,3KK,"(SS)1808 CABLE CHAIN-16"""
5,3KP,"(SS)M 679F CHAIN-18"""
5,3KR,"(SS)1.0MM DIA CUT BEAD CHAIN-18"""
5,34X,"(SS)1218F CABLE CHAIN-24"""
5,35C,"(14K黃金)1.0MM 有切麵金珠鏈-16"""
5,3C8,"#2絲光繩(#900黑色)-18"""
5,3CB,"#1黑色1.5mm皮繩-18"""
5,3CZ,"2mm黑色蠟繩-32"""
5,3EE,"#11 雙股2.5MM絲光繩(#900黑色)-18"""
5,3EN,"#1皮繩(#900黑色)-18"""
5,3EU,50MM寬#900黑色彈力帶
5,3F9,"(SS)#030 BOX CHAIN-17.75"""
5,3FC,"(SS)#019 BOX CHAIN-24"""
5,3FF,"(SS)#040 Cardano Chain-17.75"""
5,3GT,"(SS)1.8MM*2.4MM有切麵車花十字CABLE CHAIN-24"""
5,3GW,"(SS)#3309 立體 Cable chain-18"""
5,3GY,"(SS)2.2*3.1mm橢圓CABLE CHAIN-18"""
5,3H1,"(SS)2.5*0.75MM車花十字 CABLE CHAIN-18"""
5,3H4,"(SS)2.5*0.75MM車花十字 CABLE CHAIN-24"""
5,3H8,"(SS) 4.2*6.2MM CABLE CHAIN-30"""
5,3HA,"(SS)#019 BOX CHAIN-20"""
5,3HC,"(SS)(1*3)#1132特殊細 CABLE CHAIN-18"""
5,3HF,"(SS)#080 FORZATINA CHAIN-18"""
5,3HL,"(SS)#2214 CF CURB CHAIN-18"""
5,3HP,"(SS)1808 CABLE CHAIN-30"""
5,3HR,"(SS)1808 CABLE CHAIN-20"""
5,3JX,"(SS)雙環十字CABLE CHAIN-24"""
5,3JZ,"(10K白金)5R ROPE鏈-18"""
5,3K3,"(14K白金)5R ROPE鏈-18"""
5,3K5,"(SS)#4505 CF平面CABLE CHAIN-24"""
5,3KA,"(SS)#1610 CABLE CHAIN-18"""
5,3KE,"(SS)(1*2)#1322 CURB CHAIN-18"""
5,3KJ,"(SS)2.5*0.75MM車花十字 CABLE CHAIN-32"""
5,3KN,"(GP) 2.3MM ROPE CHAIN-24"""
5,3KQ,"(SS)大中小圈CABLE CHAIN-16"""
5,3KT,"(SS)(1*2)1.0MM DIA CUT BEAD CHAIN-18"""
5,3WF,(SS)#6 別針
5,4K8,#K9
5,4KB,#K12
5,4KC,#K13
5,4KD,#K14
5,4KE,#K15
5,4KG,#K17
5,4KH,#K18
5,3KU,"(SS)#025 Twist Forgatine Chain-18"""
5,3KV,"(SS)1.5MM P0PCORN CHAIN-18"""
5,3KW,"(SS)12R ROPE CHAIN-18"""
5,3KX,"(SS)3P+1 CABLE CHAIN-18"""
5,3L0,"(GP)#1016 CABLE CHAIN-18"""
5,3N5,"(GP)1.5MM切麵　珠鏈-18"""
5,3N8,"(不鏽鋼)1.5*2.0mm壓光十字 Cable chain-18"""
5,3N9,"(不鏽鋼)#1218 CABLE CHAIN-18"""
5,3NA,"(SS)車花間隔十字3.5*2.5mm Cable Chain-18"""
5,3NK,"不鏽鋼1.4mm長短珠鏈(外直徑1.43mm)-18"""
5,3NL,"#040不鏽鋼 Cable chain-18"""
5,3NP,"(SS)車花間隔十字3.5*2.5mm Cable Chain-16"""
5,3NT,"(SS)#040 Cable chain-22"""
5,3NU,"(SS)#040 SINGAPORE CHAIN-18"""
5,3NV,"(SS)#025 SINGAPORE CHAIN-18"""
5,3NW,"　11R Rope chain-18"""
5,3P1,"(SS)9R ROPE鏈-17"""
5,3P6,"(SS)#025 FORZATIN CHAIN-16.5"""
5,3P7,"(SS)#025 FORZATIN CHAIN-16"""
5,3P8,"(GP)1218F CABLE鏈-18"""
5,3PB,"(GP)015 CABLE CHAIN-18"" EXTENSION 2"""
5,3PD,"(SS)020 FORZANTINE CABLE CHAIN-18"""
5,3PE,"(GP)015 CABLE CHAIN-18"""
5,3PF,"(GP)#019 Box chain-18"""
5,3PG,"(GP)020 Rolo Chain-18"""
5,3PH,"(GP)#030 Snake chain-18"""
5,3PJ,"(GP)#025 Rolo chain-18"""
5,3PK,"(GP)#1132 特殊細 Cable chain-18"""
5,3PL,"(GP)#040 ROLO CHAIN-18"""
5,3PN,"(GP)#050 ROLO CHAIN-18"""
5,3PP,"不鏽鋼#050 Rolo Chain-18"""
5,3PQ,"(GP)015 CABLE CHAIN-18""(閉口圈)"
5,3PR,"(GP)015 CABLE CHAIN-18""+2""(閉口圈)"
5,3PS,"(GP)1025F CABLE CHAIN-18"""
5,3S0,無配件
5,3WB,(SS)#2 別針
5,3WC,(SS)#3 別針
5,3WD,(SS)#4 別針
5,3WE,(SS)#5 別針
5,3WH,(SS)#8 別針
5,3WJ,(SS)#9 別針
5,3WK,(SS)#10自製別針
5,3WL,(SS)#11自製別針
5,3Y0,(見備註)
5,3Y1,(見備註)
5,3Y2,(見備註)
5,3Y3,(見備註)
5,3Y4,(見備註)
5,3Y5,(見備註)
5,3Z0,客供鏈
5,3ZZ,(見備註)
5,499,開口趾環
5,4A0,#A3
5,4A1,#A4
5,4A2,#A4.25
5,4A3,#A4.5
5,4A4,#A5
5,4A5,#A5.25
5,4A6,#A5.5
5,4A7,#A5.75
5,4A8,#A6
5,4A9,#A6.25
5,4AA,#A6.5
5,4AB,#A6.75
5,4AC,#A7
5,4AE,#A7.5
5,4AF,#A7.75
5,4AG,#A8
5,4AH,#A8.25
5,4AJ,#A8.5
5,4AL,#A9
5,4AM,#A9.25
5,4AN,#A9.5
5,4AP,#A9.75
5,4AQ,#A10
5,4AR,#A10.5
5,4AS,#A11
5,4AT,#A11.5
5,4AU,#A12
5,4AV,#A12.5
5,4AW,#A13
5,4AX,#A13.5
5,4AY,#A14
5,4AZ,#A15
5,4B0,#A16
5,4B1,#A1
5,4B5,#A2
5,4J1,#J3
5,4J3,#J5
5,4J5,#J7
5,4J6,#J8
5,4J7,#J9
5,4J8,#J10
5,4J9,#J11
5,4JA,#J12
5,4JB,#J13
5,4JC,#J14
5,4JD,#J15
5,4JE,#J16
5,4JF,#J17
5,4JG,#J18
5,4JH,#J19
5,4JK,#J21
5,4JQ,#J1
5,4K5,#K6
5,4K7,#K8
5,4KK,#K20
5,4KM,#K22
5,4L0,#L46
5,4L2,#L48
5,4L4,#L50
5,4L5,#L51
5,4L6,#L52
5,4L7,#L53
5,4L8,#L54
5,4L9,#L55
5,4LA,#L56
5,4LB,#L57
5,4LC,#L58
5,4LD,#L59
5,4LE,#L60
5,4LF,#L61
5,4LG,#L62
5,4LJ,#L64
5,4LL,#L66
5,4LN,#L68
5,4LQ,#L70
5,4LR,#L72
5,4T3,#T6
5,4T6,#T9
5,4T7,#T10
5,4T8,#T11
5,4T9,#T12
5,4TA,#T13
5,4TB,#T14
5,4TC,#T15
5,4TE,#T17
5,4Y0,見備註
5,4Y1,見備註
5,4ZZ,見備註
5,C14,"彈簧扣-16"""
5,C15,"彈簧扣-16.5"""
5,C18,"彈簧扣-18"""
5,C1C,"彈簧扣-20"""
5,C1E,"彈簧扣-22"""
5,C1F,"彈簧扣-24"""
5,C1V,"彈簧扣-15.75"""
5,C1Y,彈簧扣/尺寸見備註
5,C1Z,彈簧扣/尺寸見備註
5,C28,"龍蝦扣-18"""
5,C2C,"龍蝦扣-20"""
5,C2E,"龍蝦扣-22"""
5,C2H,"龍蝦扣-30"""
5,C2N,"龍蝦扣-17.75"""
5,C2Z,龍蝦扣/尺寸見備註
5,C44,"狗頭扣-16"""
5,C45,"狗頭扣-16.5"""
5,C48,"狗頭扣-18"""
5,C49,"狗頭扣-18.5"""
5,C4C,"狗頭扣-20"""
5,C4D,"狗頭扣-21"""
5,C4E,"狗頭扣-22"""
5,C4F,"狗頭扣-24"""
5,C4H,"狗頭扣-30"""
5,C4J,"狗頭扣-32"""
5,C4K,"狗頭扣-36"""
5,C4L,"狗頭扣-28"""
5,C4N,"狗頭扣-17.75"""
5,C4P,"狗頭扣-27.5"""
5,C89,"金屬圈+金屬扣-18.5"""
5,CWZ,無扣頭/尺寸見備註
5,CY0,(見訂單備註)
5,CY1,(見訂單備註)
5,CZZ,(見訂單備註)
5,P00,鏈節
5,P01,無配件
5,PZZ,見備註
5,W71,"外購表帶扣頭/7.25"""
5,22C,(不鏽鋼)0.9mm耳針
5,22D,11.5*1.0MM螺旋銀耳針
5,22F,(不鏽鋼)A1衝壓耳針
5,22G,(不鏽鋼)0.35*9MM衝壓彎耳針
5,22H,EH104耳勾
5,22J,0.35*10MM銀耳針
5,22K,(不鏽鋼)A2衝壓耳針
5,22L,(不鏽鋼)#2LB耳勾
5,22M,(不鏽鋼)A0衝壓耳針
5,22N,(不鏽鋼)耳針
5,22P,0.7*14.2MM銀耳針
5,22Q,　#17153繞圈穿珠小耳勾
5,22S,13MM　美式耳夾
5,22T,(不鏽鋼)#17153有圈耳勾
5,22U,(不鏽鋼)13MM耳環
5,22V,(GP)EH135耳勾
5,22W,(GP)A0衝壓耳針
5,22X,(GP)0.35*7MM衝壓耳針
5,22Y,15MM　美線夾+　耳針
5,22Z,(GP)EH138耳勾
5,230,20*11mm有圈耳鉤
5,231,15*9MM銀耳鉤
5,232,14.5*14mm帶珠銀耳鉤
5,233,#17153帶珠銀耳鉤
5,234,0.9*56mm銀耳鉤
5,236,13MM銀美式耳夾
5,237,13MM銀美式耳夾+耳針
5,238,#5LB銀耳鉤
5,23A,13MM　美線夾+　耳針
5,23B,　#4LB 耳勾夾(帶20*13MM耳勾)
5,23C,(9K黃金)0.8MM 耳針
5,23D,(9K黃金)#2LB
5,23E,(GP)0.35*8MM衝壓耳針
5,23F,2MM珍珠鑲台
5,23G,0.9MM#17153無圈銀耳勾
5,23H,(SS)0.8*10MM雙凹槽耳針
5,23J,(GP)EH139耳勾
5,23K,(GP)09加長衝壓彎耳針
5,23L,18MM銀耳拍
5,23M,(GP)開口09衝壓彎耳針
5,23P,17MM　美式夾+　耳針
5,23Q,(GP)EH50耳勾
5,23R,(GP)09衝壓彎耳針
5,23S,(GP)8*16mm耳鉤
5,23T,1.0*9.2MM彎形銀耳針
5,23U,1.0MM*8.5MM彎形銀耳針
5,23V,(GP)# 17153無圈耳勾
5,23W,(A5)A5衝壓耳針
5,23X,(GP)#7LB 有珠耳勾
5,23Y,(GP)#4LB
5,242,#6LB銀耳勾
5,244,A5衝壓耳針
5,246,20*13MM銀耳勾
5,4BB,#A3.5
5,4BC,#A3.75
5,4BD,#A14.5
5,4BE,#A10.75
5,4BF,#A3.5
5,4D2,#D13
5,4D3,#D14
5,4D4,#D15
5,4D5,#D16
5,4D6,#D17
5,4D7,#D17.5
5,4D8,#D18
5,4D9,#D18.5
5,4DA,#D19
5,4DB,#D20
5,4DC,#D21
5,4DG,#D16.5
5,4DH,#D19.5
5,4DQ,#D15.5
5,4E5,#E-F
5,4E7,#E-H
5,4E8,#E-I
5,4E9,#E-J
5,4EA,#E-K
5,4EB,#E-L
5,4EC,#E-M
5,4ED,#E-N
5,4EE,#E-O
5,4EF,#E-P
5,4EG,#E-Q
5,4EH,#E-R
5,4EJ,#E-S
5,4EK,#E-T
5,4EL,#E-U
5,4EM,#E-V
5,4EN,#E-W
5,4ER,#E-Z
5,4F0,#E-P 1/2
5,4F1,#E-W 1/2
5,4F2,#E-S 1/2
5,2AY,(10K黃金)#17153有圈耳勾
5,2AZ,(10K黃金)A1衝壓耳針
5,2B4,(14K白金)#2LB
5,2B6,(14K白金)耳針
5,2B8,(14K白金)0.35*7MM衝壓彎耳針
5,2BA,(14K白金)#4002耳勾
5,2BC,(10K白金)#17153無圈耳鉤
5,2BH,(14K白金)#17153有圈耳勾
5,2BJ,(18K白金)耳針
5,2BK,(14K白金)JCP專用耳針
5,2BN,(10K白金)耳針
5,2BQ,(10K白金)#17153有圈耳勾
5,2BR,(10K白金)A0衝壓耳針
5,2BS,(10K白金)A1衝壓耳針
5,2BT,(18K白金)#17153有圈耳勾
5,2BU,(18K白金)14.5*14MM帶珠耳鉤
5,2BX,(10K白金)#2LB
5,2C1,(10K黃金)#2LB
5,3D5,"#1黑色2mm棉繩-18"""
5,3D8,"#5絲光繩(#331淺蘭色)-18"""
5,3DF,"#1黑色紗帶-18"""
5,3DS,"7mm黑色緞帶-24"""
5,3DT,"#6黑色2.5mm絲光繩-18"""
5,3DW,"#1咖啡色2mm棉繩-18"""
5,3DX,"#1深綠色2mm棉繩-18"""
5,3DZ,#1淺紅色2MM棉繩-18”
5,3E7,"#3棉繩(#900黑色)-22"""
5,3E9,"#4 3MM皮繩(#900黑色)-16"""
5,000,"開關廂-14"""
5,001,"開關廂-14.5"""
5,004,"開關廂-16"""
5,005,"開關廂-16.5"""
5,006,"開關廂-17"""
5,007,"開關廂-17.5"""
5,008,"開關廂-18"""
5,009,"開關廂-18.5"""
5,00A,"開關廂-19"""
5,00C,"開關廂-20"""
5,00E,"開關廂-22"""
5,00F,"開關廂-24"""
5,00H,"開關廂-30"""
5,00J,"開關廂-32"""
5,00M,"開關廂-16""(加長鏈)?"
5,00N,"開關廂-17.75"""
5,00V,"開關廂-15.75"""
5,00Z,開關廂/尺寸見備註
5,010,"彈簧扣-14"""
5,012,"彈簧扣-15"""
5,013,"彈簧扣-15.5"""
5,014,"彈簧扣-16"""
5,015,"彈簧扣-16.5"""
5,016,"彈簧扣-17"""
5,017,"彈簧扣-17.5"""
5,018,"彈簧扣-18"""
5,019,"彈簧扣-18.5"""
5,01A,"彈簧扣-19"""
5,01B,"彈簧扣-19.5"""
5,01C,"彈簧扣-20"""
5,01E,"彈簧扣-22"""
5,01F,"彈簧扣-24"""
5,01H,"彈簧扣-30"""
